"venue_short","sport_id","league_abbrev","team_id","spring_league_id","active_sw","division","mlb_org_brief","season","first_year_of_play","state","name_short","bis_team_code","venue_id","name_display_short","name_display_long","name_display_brief","sport_code_name","spring_league","league","division_id","sport_code","time_zone_num","mlb_org","name_display_full","all_star_sw","division_abbrev","name","home_opener","phone_number","address_zip","time_zone_text","venue_name","division_full","franchise_code","city","time_zone_alt","address_state","name_abbrev","store_url","file_code","address_line3","address_line2","address_province","mlb_org_id","address_line1","spring_league_full","spring_league_abbrev","last_year_of_play","address","league_full","address_country","base_url","time_zone","address_city","team_code","mlb_org_abbrev","address_intl","time_zone_generic","website_url","sport_code_display","home_opener_time","mlb_org_short","league_id"
"","14","SAL","487","","Y","N","White Sox","2012","1995","NC","Kannapolis","","2764","Kannapolis","Kannapolis Intimidators","Intimidators","A(Full)","","SAL","237","afx","","Chicago White Sox","Kannapolis Intimidators","N","SALN","Intimidators","2012-04-06T00:00:00","","28083","","CMC-NorthEast Stadium","South Atlantic League Northern","","Kannapolis","America/New_York","NC","KAN","","t487","","","","145","2888 Moose Road","","","2023","2888 Moose Road&#xa;Kannapolis, NC  28083","South Atlantic League","USA","","ET","Kannapolis","kan","CWS","N","ET","","Class A","7:05:00 PM","Chi White Sox","116"
"Kauffman Stadium","1","AL","118","114","Y","C","Royals","2012","1968","MO","Kansas City","KC","7","Kansas City","Kansas City Royals","Royals","MLB","CL","AL","202","mlb","","Kansas City Royals","Kansas City Royals","N","ALC","Royals","2012-04-13T00:00:00","(816) 921-8000","64129","","Kauffman Stadium","American League Central","KCA","Kansas City","America/Chicago","MO","KC","","kc","","","","118","One Royal Way","Cactus League","CL","2023","One Royal Way&#xa;Kansas City, MO  64129","American League","","","CT","Kansas City","kca","KC","N","CT","","Major League Baseball","4:10:00 PM","Kansas City","103"
"","51","","845","","N","","","2012","2005","","Kazakhstan","","401","Kazakhstan","Kazakhstan","Kazakhstan","INT","","","","int","","","Kazakhstan","N","","Kazakhstan","","","","","TBD","","","United States","America/New_York","","KAZ","","t845","","","","","","","","2023","","","","","ET","","kaz","","","ET","","International Baseball","","",""
"","51","","846","","N","","","2012","2005","","Kenya","","401","Kenya","Kenya","Kenya","INT","","","","int","","","Kenya","N","","Kenya","","","","","TBD","","","United States","America/New_York","","KEN","","t846","","","","","","","","2023","","","","","ET","","ken","","","ET","","International Baseball","","",""
"","22","CBB","3450","","N","","OOC","2012","2010","","Kernersville","","401","Kernersville","Kernersville Bulldogs","Bulldogs","College","","CBB","","bbc","","Office of the Commissioner","Kernersville Bulldogs","N","","Bulldogs","","","","","TBD","","","United States","America/New_York","","KER","","t3450","","","","11","","","","2013","","College Baseball","","","ET","","ker","OOC","","ET","","College Baseball","","OOC","107"
"","16","APP","506","","Y","W","Mets","2012","1980","TN","Kingsport","","2786","Kingsport","Kingsport Mets","Mets","ROK","","APP","207","rok","","New York Mets","Kingsport Mets","N","APPW","Mets","2012-06-22T00:00:00","","37664","","Hunter Wright Stadium","Appalachian League West","","Kingsport","","TN","KNG","","t506","","","","121","800 Granby Road","","","2023","800 Granby Road&#xa;Kingsport, TN  37664","Appalachian League","USA","","ET","Kingsport","kpt","NYM","N","ET","","Rookie","7:00:00 PM","NY Mets","120"
"","512","","2621","","N","","","2012","2008","","Korea","","401","Korea","Korea","Korea","INTW","","","","naw","","","Korea","N","","Korea","","","","","TBD","","","United States","America/New_York","","KOR","","t2621","","","","","","","","2019","","","","","ET","","kor","","","ET","","International Baseball (Women's)","","",""
"","51","","847","","N","","","2012","2005","","Kuwait","","401","Kuwait","Kuwait","Kuwait","INT","","","","int","","","Kuwait","N","","Kuwait","","","","","TBD","","","United States","America/New_York","","KUW","","t847","","","","","","","","2023","","","","","ET","","kuw","","","ET","","International Baseball","","",""
"","51","","848","","N","","","2012","2005","","Kyrgyzstan","","401","Kyrgyzstan","Kyrgyzstan","Kyrgyzstan","INT","","","","int","","","Kyrgyzstan","N","","Kyrgyzstan","","","","","TBD","","","United States","America/New_York","","KGZ","","t848","","","","","","","","2023","","","","","ET","","kgz","","","ET","","International Baseball","","",""
"","14","MID","437","","Y","E","Guardians","2012","2003","OH","Lake County","","2759","Lake County","Lake County Captains","Captains","A(Full)","","MID","224","afx","","Cleveland Guardians","Lake County Captains","N","MIDE","Captains","2012-04-12T00:00:00","","44095","","Classic Park","Midwest League Eastern","","Eastlake","America/New_York","OH","LC","","t437","","","","114","35300 Vine Street","","","2023","35300 Vine Street&#xa;Eastlake, OH  44095","Midwest League","USA","","ET","Eastlake","lco","CLE","N","ET","","Class A","6:30:00 PM","Cleveland","118"
"","13","CAL","103","","Y","S","Padres","2012","1980","CA","Lake Elsinore","","2516","Lake Elsinore","Lake Elsinore Storm","Storm","A(Adv)","","CAL","209","afa","","San Diego Padres","Lake Elsinore Storm","N","CALS","Storm","2012-04-05T00:00:00","","92530","","The Diamond","California League South","","Lake Elsinore","America/Los_Angeles","CA","LE","","t103","","","","135","500 Diamond Drive","","","2023","500 Diamond Drive&#xa;Lake Elsinore, CA  92530","California League","USA","","PT","Lake Elsinore","les","SD","N","PT","","Class A Advanced","10:05:00 PM","San Diego","110"
"","13","FSL","570","","Y","N","Tigers","2012","1960","FL","Lakeland","","2511","Lakeland","Lakeland Flying Tigers","Flying Tigers","A(Adv)","","FSL","214","afa","","Detroit Tigers","Lakeland Flying Tigers","N","FSLN","Flying Tigers","2012-04-07T00:00:00","","33805","","Joker Marchant Stadium","Florida State League North","","Lakeland","America/New_York","FL","LAK","","t570","","","","116","2125 North Lake Avenue","","","2023","2125 North Lake Avenue&#xa;Lakeland, FL  33805","Florida State League","USA","","ET","Lakeland","lak","DET","N","ET","","Class A Advanced","6:00:00 PM","Detroit","123"
"","14","SAL","427","","Y","N","Phillies","2012","2001","NJ","Lakewood","","2866","Lakewood","Lakewood BlueClaws","BlueClaws","A(Full)","","SAL","237","afx","","Philadelphia Phillies","Lakewood BlueClaws","N","SALN","BlueClaws","2012-04-12T00:00:00","","8701","","FirstEnergy Park","South Atlantic League Northern","","Lakewood","America/New_York","NJ","LWD","","t427","","","","143","2 Stadium Way","","","2023","2 Stadium Way&#xa;Lakewood, NJ  8701","South Atlantic League","USA","","ET","Lakewood","lwd","PHI","N","ET","","Class A","6:35:00 PM","Philadelphia","116"
"","23","ALPB","1889","","Y","F","OOC","2012","2005","PA","Lancaster","","5420","Lancaster","Lancaster Barnstormers","Barnstormers","IND","","ALPB","5437","ind","","Office of the Commissioner","Lancaster Barnstormers","N","ALPBF","Barnstormers","2012-05-01T00:00:00","(717) 509-4487","17603","","Clipper Magazine Stadium","Freedom Division","","Lancaster","America/New_York","PA","LAN","","t1889","","","","11","650 North Prince Street","","","2023","650 North Prince Street&#xa;Lancaster, PA  17603","Atlantic League","USA","","ET","Lancaster","lan","OOC","N","ET","","Independent Leagues","7:09:00 PM","OOC","436"
"","13","CAL","491","","N","S","Astros","2012","1996","CA","Lancaster","","2799","Lancaster","Lancaster JetHawks","JetHawks","A(Adv)","","CAL","209","afa","","Houston Astros","Lancaster JetHawks","N","CALS","JetHawks","2012-04-12T00:00:00","","93536","","Clear Channel Stadium","California League South","","Lancaster","","CA","LAN","","t491","","","","117","45116 Valley Central Way","","","2020","45116 Valley Central Way&#xa;Lancaster, CA  93536","California League","USA","","PT","Lancaster","lnc","HOU","N","PT","","Class A Advanced","10:00:00 PM","Houston","110"
"","14","MID","499","","Y","E","Blue Jays","2012","1996","MI","Lansing","","2822","Lansing","Lansing Lugnuts","Lugnuts","A(Full)","","MID","224","afx","","Toronto Blue Jays","Lansing Lugnuts","N","MIDE","Lugnuts","2012-04-06T00:00:00","","48912","","Cooley Law School Stadium","Midwest League Eastern","","Lansing","America/New_York","MI","LAN","","t499","","","","141","505 East Michigan Avenue","","","2023","505 East Michigan Avenue&#xa;Lansing, MI  48912","Midwest League","USA","","ET","Lansing","lan","TOR","N","ET","","Class A","7:05:00 PM","Toronto","118"
"","51","","849","","N","","","2012","2005","","Laos","","401","Laos","Laos","Laos","INT","","","","int","","","Laos","N","","Laos","","","","","TBD","","","United States","America/New_York","","LAO","","t849","","","","","","","","2023","","","","","ET","","lao","","","ET","","International Baseball","","",""
"","11","PCL","400","","Y","PS","Blue Jays","2012","1983","NV","Las Vegas","","2503","Las Vegas","Las Vegas 51s","51s","AAA","","PCL","233","aaa","","Toronto Blue Jays","Las Vegas 51s","N","PCLPS","51s","2012-04-05T00:00:00","","89101","","Cashman Field","Pacific Coast League Pacific Southern","","Las Vegas","","NV","LV","","t400","","","","141","850 Las Vegas Blvd. N.","","","2023","850 Las Vegas Blvd. N.&#xa;Las Vegas, NV  89101","Pacific Coast League","USA","","PT","Las Vegas","lvg","TOR","N","PT","","Triple-A","10:05:00 PM","Toronto","112"
"","51","","850","","N","","","2012","2005","","Latvia","","401","Latvia","Latvia","Latvia","INT","","","","int","","","Latvia","N","","Latvia","","","","","TBD","","","United States","America/New_York","","LAT","","t850","","","","","","","","2023","","","","","ET","","lat","","","ET","","International Baseball","","",""
"","51","","851","","N","","","2012","2005","","Lebanon","","401","Lebanon","Lebanon","Lebanon","INT","","","","int","","","Lebanon","N","","Lebanon","","","","","TBD","","","United States","America/New_York","","LIB","","t851","","","","","","","","2023","","","","","ET","","lib","","","ET","","International Baseball","","",""
"","11","INT","1410","","Y","N","Phillies","2012","2008","PA","Lehigh Valley","","3230","Lehigh Valley","Lehigh Valley IronPigs","IronPigs","AAA","","INT","219","aaa","","Philadelphia Phillies","Lehigh Valley IronPigs","N","INTN","IronPigs","2012-04-05T00:00:00","","18109","","Coca-Cola Park","International League North","","Allentown","America/New_York","PA","LHV","","t1410","","","","143","1050 IronPigs Way","","","2023","1050 IronPigs Way&#xa;Allentown, PA  18109","International League","USA","","ET","Allentown","lhv","PHI","N","ET","","Triple-A","7:05:00 PM","Philadelphia","117"
"","17","LVBP","695","","Y","","OOC","2012","2004","VZ","Caracas","","3029","Caracas","Leones del Caracas","Leones","WIN","","VWL","","win","","Office of the Commissioner","Leones del Caracas","N","","Leones","2012-10-13T00:00:00","","","","Estadio Universitario","","","Caracas","","","CAR","","t695","Los Chaguarmos","Sector Los Estadios","","11","Avenida Leonardo DaVinci","","","2023","Avenida Leonardo DaVinci&#xa;Sector Los Estadios&#xa;Los Chaguarmos&#xa;Caracas, Venezuela","Liga Venezuela Beisbol Profesional","Venezuela","","VET","Caracas","leo","OOC","Y","VET","","Winter Leagues","5:30:00 PM","OOC","135"
"Estadio Quisqueya","17","LIDOM","671","","Y","","OOC","2012","2004","DR","Escogido","","3049","Escogido","Leones del Escogido","Leones","WIN","","DWL","","win","","Office of the Commissioner","Leones del Escogido","N","","Leones","2012-10-19T00:00:00","","","","Estadio Quisqueya","","","Santo Domingo","","","ESC","","t671","","","","11","3456 Ave Tiradentes, Ens. La Fe","","","2023","3456 Ave Tiradentes, Ens. La Fe&#xa;Santo Dominigo, Dominican Republic","Liga de Beisbol Dominicano","Dominican Republic","","AST","Santo Dominigo","esc","OOC","Y","AST","","Winter Leagues","7:30:00 PM","OOC","131"
"","17","PWL","689","","Y","","OOC","2012","2004","PR","Ponce","","3751","Ponce","Leones de Ponce","Ponce","WIN","","PWL","","win","","Office of the Commissioner","Leones de Ponce","N","","Ponce","2012-11-08T00:00:00","","","","Estadio Francisco Paquito Montaner","","","Ponce","","","PON","","t689","","","","11","","","","2023","","Liga de Beisbol Profesional Roberto Clemente","","","AST","","pon","OOC","","AST","","Winter Leagues","6:15:00 PM","OOC","133"
"","11","MEX","496","","Y","S","OOC","2012","1960","MX","Yucatan","","2959","Yucatan","Leones de Yucatan","Leones","AAA","","MEX","223","aaa","","Office of the Commissioner","Leones de Yucatan","N","MEXS","Leones","2012-03-18T00:00:00","","97190","","Parque Kukulkan","Mexican League Sur","","Yucatan","America/Chicago","","YUC","","t496","","Colonia Morelo","Yucatan","11","Unidad Deportiva Kukulkan","","","2023","Unidad Deportiva Kukulkan&#xa;Colonia Morelo&#xa;Merida, Yucatan, Mexico&#xa;97190","Mexican League","Mexico","","CT","Merida","yuc","OOC","Y","CT","","Triple-A","8:00:00 PM","OOC","125"
"","51","","852","","N","","","2012","2005","","Lesotho","","401","Lesotho","Lesotho","Lesotho","INT","","","","int","","","Lesotho","N","","Lesotho","","","","","TBD","","","United States","America/New_York","","LES","","t852","","","","","","","","2023","","","","","ET","","les","","","ET","","International Baseball","","",""
"","14","SAL","495","","Y","S","Astros","2012","2001","KY","Lexington","","2727","Lexington","Lexington Legends","Legends","A(Full)","","SAL","238","afx","","Houston Astros","Lexington Legends","N","SALS","Legends","2012-04-12T00:00:00","","40505","","Whitaker Bank Ballpark","South Atlantic League Southern","","Lexington","America/New_York","KY","LEX","","t495","","","","117","207 Legends Lane","","","2023","207 Legends Lane&#xa;Lexington, KY  40505","South Atlantic League","USA","","ET","Lexington","lex","HOU","N","ET","","Class A","7:05:00 PM","Houston","116"
"","51","","853","","N","","","2012","2005","","Liberia","","401","Liberia","Liberia","Liberia","INT","","","","int","","","Liberia","N","","Liberia","","","","","TBD","","","United States","America/New_York","","LBR","","t853","","","","","","","","2023","","","","","ET","","lbr","","","ET","","International Baseball","","",""
"","51","","854","","N","","","2012","2005","","Libya","","401","Libya","Libya","Libya","INT","","","","int","","","Libya","N","","Libya","","","","","TBD","","","United States","America/New_York","","LBA","","t854","","","","","","","","2023","","","","","ET","","lba","","","ET","","International Baseball","","",""
"","51","","855","","N","","","2012","2005","","Liechtenstein","","401","Liechtenstein","Liechtenstein","Liechtenstein","INT","","","","int","","","Liechtenstein","N","","Liechtenstein","","","","","TBD","","","United States","America/New_York","","LIE","","t855","","","","","","","","2023","","","","","ET","","lie","","","ET","","International Baseball","","",""
"","51","","856","","N","","","2012","2005","","Lithuania","","401","Lithuania","Lithuania","Lithuania","INT","","","","int","","","Lithuania","N","","Lithuania","","","","","TBD","","","United States","America/New_York","","LTU","","t856","","","","","","","","2023","","","","","ET","","ltu","","","ET","","International Baseball","","",""
"","23","ALPB","1896","","Y","L","OOC","2012","2000","NY","Long Island","","5419","Long Island","Long Island Ducks","Ducks","IND","","ALPB","5436","ind","","Office of the Commissioner","Long Island Ducks","N","ALPBL","Ducks","2012-05-04T00:00:00","(631) 940-3825","11722","","Bethpage Ballpark","Liberty Division","","Central Islip","America/New_York","NY","LI","","t1896","","","","11","3 Court House Drive","","","2023","3 Court House Drive &#xa;Central Islip, NY  11722","Atlantic League","USA","","ET","Central Islip","lis","OOC","N","ET","","Independent Leagues","7:18:00 PM","OOC","436"
"Angel Stadium","1","AL","108","114","Y","W","Angels","2012","1961","CA","LA Angels","CAL","1","LA Angels","Los Angeles Angels of Anaheim","Angels","MLB","CL","AL","200","mlb","","Los Angeles Angels","Los Angeles Angels","N","ALW","Angels","2012-04-06T00:00:00","(714) 940-2000","92806","","Angel Stadium of Anaheim","American League West","LAA","Anaheim","America/Los_Angeles","CA","LAA","","ana","","","","108","2000 Gene Autry Way","Cactus League","CL","2023","2000 Gene Autry Way&#xa;Anaheim, CA  92806","American League","","","PT","Anaheim","ana","LAA","N","PT","","Major League Baseball","10:05:00 PM","LA Angels","103"
"","1","NL","119","114","Y","W","Dodgers","2012","1884","CA","LA Dodgers","LA","22","LA Dodgers","Los Angeles Dodgers","Dodgers","MLB","CL","NL","203","mlb","","Los Angeles Dodgers","Los Angeles Dodgers","N","NLW","Dodgers","2012-04-10T00:00:00","(323) 224-1500","90012-1199","","Dodger Stadium","National League West","BR3","Los Angeles","America/Los_Angeles","CA","LAD","","la","","","","119","1000 Vin Scully Avenue","Cactus League","CL","2023","1000 Vin Scully Avenue&#xa;Los Angeles, CA  90012-1199","National League","","","PT","Los Angeles","lan","LAD","N","PT","","Major League Baseball","4:10:00 PM","LA Dodgers","104"
"","11","INT","416","","Y","W","Reds","2012","1982","KY","Louisville","","2724","Louisville","Louisville Bats","Bats","AAA","","INT","221","aaa","","Cincinnati Reds","Louisville Bats","N","INTW","Bats","2012-04-13T00:00:00","","40202","","Louisville Slugger Field","International League West","","Louisville","America/New_York","KY","LOU","","t416","","","","113","401 East Main Street","","","2023","401 East Main Street&#xa;Louisville, KY  40202","International League","USA","","ET","Louisville","lou","CIN","N","ET","","Triple-A","7:05:00 PM","Cincinnati","117"
"","15","NYP","558","","Y","S","Red Sox","2012","1996","MA","Lowell","","2760","Lowell","Lowell Spinners","Spinners","A(Short)","","NYP","230","asx","","Boston Red Sox","Lowell Spinners","N","NYPS","Spinners","2012-06-18T00:00:00","","1854","","Edward A. LeLacheur Park","New York-Penn League Stedler","","Lowell","","MA","LOW","","t558","","","","111","450 Aiken Street","","","2020","450 Aiken Street&#xa;Lowell, MA  1854","New York-Penn League","USA","","ET","Lowell","low","BOS","N","ET","","Class A Short Season","7:05:00 PM","Boston","127"
"","51","","857","","N","","","2012","2005","","Luxembourg","","401","Luxembourg","Luxembourg","Luxembourg","INT","","","","int","","","Luxembourg","N","","Luxembourg","","","","","TBD","","","United States","America/New_York","","LUX","","t857","","","","","","","","2023","","","","","ET","","lux","","","ET","","International Baseball","","",""
"","13","CAR","481","","Y","N","Braves","2012","1970","VA","Lynchburg","","2803","Lynchburg","Lynchburg Hillcats","Hillcats","A(Adv)","","CAR","210","afa","","Atlanta Braves","Lynchburg Hillcats","N","CARN","Hillcats","2012-04-06T00:00:00","","24501","","Calvin Falwell Field","Carolina League Northern","","Lynchburg","America/New_York","VA","LYN","","t481","","","","144","3180 Fort Avenue","","","2023","3180 Fort Avenue&#xa;Lynchburg, VA  24501","Carolina League","USA","","ET","Lynchburg","lyn","ATL","N","ET","","Class A Advanced","6:05:00 PM","Atlanta","122"
"","51","","858","","N","","","2012","2005","","Macedonia","","401","Macedonia","Macedonia","Macedonia","INT","","","","int","","","Macedonia","N","","Macedonia","","","","","TBD","","","United States","America/New_York","","MKD","","t858","","","","","","","","2023","","","","","ET","","mkd","","","ET","","International Baseball","","",""
"","51","","859","","N","","","2012","2005","","Madagascar","","401","Madagascar","Madagascar","Madagascar","INT","","","","int","","","Madagascar","N","","Madagascar","","","","","TBD","","","United States","America/New_York","","MAD","","t859","","","","","","","","2023","","","","","ET","","mad","","","ET","","International Baseball","","",""
"","15","NYP","545","","Y","P","Guardians","2012","1999","OH","Mahoning Valley","","2738","Mahoning Valley","Mahoning Valley Scrappers","Scrappers","A(Short)","","NYP","229","asx","","Cleveland Guardians","Mahoning Valley Scrappers","N","NYPP","Scrappers","2012-06-20T00:00:00","","44446","","Eastwood Field","New York-Penn League Pinckney","","Niles","","OH","MV","","t545","","","","114","111 Eastwood Mall Blvd.","","","2023","111 Eastwood Mall Blvd.&#xa;Niles, OH  44446","New York-Penn League","USA","","ET","Niles","mvs","CLE","N","ET","","Class A Short Season","7:05:00 PM","Cleveland","127"
"","51","","860","","N","","","2012","2005","","Malawi","","401","Malawi","Malawi","Malawi","INT","","","","int","","","Malawi","N","","Malawi","","","","","TBD","","","United States","America/New_York","","MAW","","t860","","","","","","","","2023","","","","","ET","","maw","","","ET","","International Baseball","","",""
"","51","","861","","N","","","2012","2005","","Malaysia","","401","Malaysia","Malaysia","Malaysia","INT","","","","int","","","Malaysia","N","","Malaysia","","","","","TBD","","","United States","America/New_York","","MAS","","t861","","","","","","","","2023","","","","","ET","","mas","","","ET","","International Baseball","","",""
"","51","","862","","N","","","2012","2005","","Maldives","","401","Maldives","Maldives","Maldives","INT","","","","int","","","Maldives","N","","Maldives","","","","","TBD","","","United States","America/New_York","","MDV","","t862","","","","","","","","2023","","","","","ET","","mdv","","","ET","","International Baseball","","",""
"","51","","863","","N","","","2012","2005","","Mali","","401","Mali","Mali","Mali","INT","","","","int","","","Mali","N","","Mali","","","","","TBD","","","United States","America/New_York","","MLI","","t863","","","","","","","","2023","","","","","ET","","mli","","","ET","","International Baseball","","",""
"","51","","864","","N","","","2012","2005","","Malta","","401","Malta","Malta","Malta","INT","","","","int","","","Malta","N","","Malta","","","","","TBD","","","United States","America/New_York","","MLT","","t864","","","","","","","","2023","","","","","ET","","mlt","","","ET","","International Baseball","","",""
"","51","","865","","N","","","2012","2005","","Mauritania","","401","Mauritania","Mauritania","Mauritania","INT","","","","int","","","Mauritania","N","","Mauritania","","","","","TBD","","","United States","America/New_York","","MTN","","t865","","","","","","","","2023","","","","","ET","","mtn","","","ET","","International Baseball","","",""
"","51","","866","","N","","","2012","2005","","Mauritius","","401","Mauritius","Mauritius","Mauritius","INT","","","","int","","","Mauritius","N","","Mauritius","","","","","TBD","","","United States","America/New_York","","MRI","","t866","","","","","","","","2023","","","","","ET","","mri","","","ET","","International Baseball","","",""
"","17","LMP","676","","Y","","OOC","2012","2004","MX","Navojoa","","3075","Navojoa","Mayos de Navojoa","Navojoa","WIN","","LMP","","win","","Office of the Commissioner","Mayos de Navojoa","N","","Navojoa","2012-10-14T00:00:00","","85860","","Manuel Ciclon Echeverria","","","Navojoa","America/Phoenix","","NAV","","t676","","","Sonora","11","Rafael J. Almada esq. Sosa Chavez","","","2023","Rafael J. Almada esq. Sosa Chavez&#xa;Navojoa, Sonora, Mexico&#xa;85860","Liga Mexicana del Pacifico","Mexico","","MST","Navojoa","nav","OOC","Y","MST","","Winter Leagues","8:00:00 PM","OOC","132"
"","17","ABL","4067","","Y","","OOC","2012","2009","","Melbourne","","4211","Melbourne","Melbourne Aces","Aces","WIN","","ABL","","win","","Office of the Commissioner","Melbourne Aces","N","","Aces","2012-11-09T00:00:00","(03) 9281 7444","3032","","Melbourne Ballpark","","","Melbourne","","","MEL","","t4067","","","VIC","11","Epsom Rd","","","2023","Epsom Rd&#xa;Ascot Vale, VIC, Australia&#xa;3032","Australian Baseball League","Australia","","AET","Ascot Vale","mel","OOC","Y","AET","","Winter Leagues","3:35:00 AM","OOC","595"
"","11","PCL","235","","Y","AN","Cardinals","2012","1984","TN","Memphis","","2542","Memphis","Memphis Redbirds","Redbirds","AAA","","PCL","232","aaa","","St. Louis Cardinals","Memphis Redbirds","N","PCLAN","Redbirds","2012-04-13T00:00:00","","38103","","AutoZone Park","Pacific Coast League American Northern","","Memphis","America/Chicago","TN","MEM","","t235","","","","138","198 Union Avenue","","","2023","198 Union Avenue&#xa;Memphis, TN  38103","Pacific Coast League","USA","","CT","Memphis","mrb","STL","N","CT","","Triple-A","8:05:00 PM","St. Louis","112"
"","17","AFL","555","","Y","E","OOC","2012","1992","AZ","Mesa","","2507","Mesa","Mesa Solar Sox","Solar Sox","WIN","","AFL","251","win","","Office of the Commissioner","Mesa Solar Sox","N","AFLE","Solar Sox","2012-10-10T00:00:00","(480) 964-4467","85201","","Hohokam Park","Arizona Fall League East","","Mesa","America/Phoenix","AZ","MSS","","t555","","1235 N. Center Street","","11","HoHoKam Park","","","2023","HoHoKam Park&#xa;1235 N. Center Street&#xa;Mesa, AZ  85201","Arizona Fall League","USA","","MST","Mesa","mss","OOC","N","MST","","Winter Leagues","3:35:00 PM","OOC","119"
"","17","CS","1192","","Y","","OOC","2012","2005","VZ","Mexico","","3029","Mexico","Mexico","Mexico","WIN","","CS","","win","","Office of the Commissioner","Mexico","N","","Mexico","2013-02-01T00:00:00","","","","Estadio Universitario","","","Caracas","","","MEX","","t1192","Los Chaguarmos","Sector Los Estadios","","11","Avenida Leonardo DaVinci","","","2023","Avenida Leonardo DaVinci&#xa;Sector Los Estadios&#xa;Los Chaguarmos&#xa;Caracas, Venezuela","Caribbean Series","Venezuela","","VET","Caracas","mex","OOC","Y","VET","","Winter Leagues","9:30:00 PM","OOC","162"
"","22","CBB","236","","Y","","OOC","2012","2002","","Miami","","4670","Miami","Miami Hurricanes","Hurricanes","College","","CBB","","bbc","","Office of the Commissioner","Miami Hurricanes","N","","Hurricanes","","","28202","","","","","","America/New_York","NC","UM","","t236","","","","11","324 South Mint","","","2023","324 South Mint&#xa;Charlotte, NC  28202","College Baseball","United States","","","Charlotte","umi","OOC","N","","","College Baseball","","OOC","107"
"","1","NL","146","115","Y","E","Marlins","2012","1991","FL","Miami","FLA","4169","Miami","Miami Marlins","Marlins","MLB","GL","NL","204","mlb","","Miami Marlins","Miami Marlins","N","NLE","Marlins","2012-04-04T00:00:00","","33125","","Marlins Park","National League East","FLO","Miami","America/New_York","FL","MIA","","mia","","","","146","501 Marlins Way","Grapefruit League","GL","2023","501 Marlins Way&#xa;Miami, FL  33125","National League","USA","","ET","Miami","mia","MIA","N","ET","","Major League Baseball","7:05:00 PM","Miami","104"
"","22","CBB","1551","","Y","","OOC","2012","2007","","Michigan State","","401","Michigan State","Michigan State Spartans","Spartans","College","","CBB","","bbc","","Office of the Commissioner","Michigan State Spartans","N","","Spartans","","","","","TBD","","","United States","America/New_York","","MSU","","t1551","","","","11","","","","2023","","College Baseball","","","ET","","msu","OOC","","ET","","College Baseball","","OOC","107"
"","22","CBB","2290","","Y","","OOC","2012","2008","AZ","Michigan","","4249","Michigan","Michigan Wolverines","Wolverines","College","","CBB","","bbc","","Office of the Commissioner","Michigan Wolverines","N","","Wolverines","","(602) 462-6561","85256","","Salt River Fields at Talking Stick","","","Scottsdale","America/Phoenix","AZ","UM","","t2290","","7555 N. Pima Road","","11","Salt River Fields at Talking Stick","","","2023","Salt River Fields at Talking Stick&#xa;7555 N. Pima Road&#xa;Scottsdale, AZ  85256","College Baseball","USA","","MST","Scottsdale","umw","OOC","N","MST","","College Baseball","","OOC","107"
"","51","","868","","N","","","2012","2005","","Micronesia","","401","Micronesia","Federated States of Micronesia","Micronesia","INT","","","","int","","","Micronesia","N","","Micronesia","","","","","TBD","","","United States","America/New_York","","FSM","","t868","","","","","","","","2023","","","","","ET","","fsm","","","ET","","International Baseball","","",""
"","12","TEX","237","","Y","S","Athletics","2012","1972","TX","Midland","","2768","Midland","Midland RockHounds","RockHounds","AA","","TEX","242","aax","","Oakland Athletics","Midland RockHounds","N","TEXS","RockHounds","2012-04-12T00:00:00","","79706","","Citibank Ballpark","Texas League South","","Midland","America/Chicago","TX","MID","","t237","","","","133","5514 Champions Drive","","","2023","5514 Champions Drive&#xa;Midland, TX  79706","Texas League","USA","","CT","Midland","mro","OAK","N","CT","","Double-A","8:00:00 PM","Oakland","109"
"","1","NL","158","114","Y","C","Brewers","2012","1968","WI","Milwaukee","MIL","32","Milwaukee","Milwaukee Brewers","Brewers","MLB","CL","NL","205","mlb","","Milwaukee Brewers","Milwaukee Brewers","N","NLC","Brewers","2012-04-06T00:00:00","(414) 902-4400","53214","","Miller Park","National League Central","SE1","Milwaukee","America/Chicago","WI","MIL","","mil","","","","158","One Brewers Way","Cactus League","CL","2023","One Brewers Way&#xa;Milwaukee, WI  53214","National League","","","CT","Milwaukee","mil","MIL","N","CT","","Major League Baseball","4:10:00 PM","Milwaukee","104"
"","1","AL","142","115","Y","C","Twins","2012","1901","MN","Minnesota","MIN","3312","Minnesota","Minnesota Twins","Twins","MLB","GL","AL","202","mlb","","Minnesota Twins","Minnesota Twins","N","ALC","Twins","2012-04-09T00:00:00","(612) 659-3400","55403","","Target Field","American League Central","WS1","Minneapolis","America/Chicago","MN","MIN","","min","","","","142","1 Twins Way","Grapefruit League","GL","2023","1 Twins Way&#xa;Minneapolis, MN  55403","American League","","","CT","Minneapolis","min","MIN","N","CT","","Major League Baseball","4:10:00 PM","Minnesota","103"
"","12","SOU","430","","Y","S","Braves","2012","2005","MS","Mississippi","","2813","Mississippi","Mississippi Braves","Braves","AA","","SOU","240","aax","","Atlanta Braves","Mississippi Braves","N","SOUS","Braves","2012-04-05T00:00:00","","39208","","Trustmark Park","Southern League South","","Pearl","America/Chicago","MS","MIS","","t430","","","","144","1 Braves Way","","","2023","1 Braves Way&#xa;Pearl, MS  39208","Southern League","USA","","CT","Pearl","msb","ATL","N","CT","","Double-A","8:00:00 PM","Atlanta","111"
